,0
0,0.1
1,0.15000000000000002
2,0.20000000000000004
3,0.25000000000000006
4,0.30000000000000004
5,0.3500000000000001
6,0.40000000000000013
7,0.45000000000000007
8,0.5000000000000001
9,0.5500000000000002
10,0.6000000000000002
11,0.6500000000000001
12,0.7000000000000002
13,0.7500000000000002
14,0.8000000000000002
15,0.8500000000000002
16,0.9000000000000002
17,0.9500000000000003
18,1.0000000000000004
19,1.0500000000000003
20,1.1000000000000005
21,1.1500000000000004
22,1.2000000000000004
23,1.2500000000000004
24,1.3000000000000005
25,1.3500000000000005
26,1.4000000000000006
27,1.4500000000000006
28,1.5000000000000004
29,1.5500000000000005
30,1.6000000000000005
31,1.6500000000000006
32,1.7000000000000006
33,1.7500000000000007
34,1.8000000000000007
35,1.8500000000000008
36,1.9000000000000008
37,1.9500000000000006
38,2.0000000000000004
39,2.0500000000000007
40,2.100000000000001
41,2.150000000000001
42,2.2000000000000006
43,2.250000000000001
44,2.3000000000000007
45,2.350000000000001
46,2.400000000000001
47,2.450000000000001
48,2.500000000000001
49,2.5500000000000007
50,2.600000000000001
51,2.650000000000001
52,2.700000000000001
53,2.750000000000001
54,2.800000000000001
55,2.850000000000001
56,2.900000000000001
57,2.950000000000001
